AuthorVerbeke,Mathias 0.200000
AuthorSun,Chaobo 0.200000
AuthorViratyosin,Wasna 0.200000
AuthorCrystal,Thomas H. 0.200000
AuthorHeeren,Willemijn 0.200000
AuthorGenet,Franck 0.200000
AuthorFuxman,Ariel 0.200000
AuthorRumbell,Timothy 0.200000
AuthorSopena,Josep M. 0.200000
AuthorWinter,Yoad 0.200000
AuthorFeng,Vanessa Wei 0.200000
AuthorMÃ¼ller,Christian 0.200000
AuthorUbaldino,Marc 0.200000
AuthorGillenwater,Jennifer 0.200000
AuthorKakigahara,Koji 0.200000
AuthorKurohashi,Sadao 0.200000
AuthorSchenk,Andre 0.200000
AuthorAzeredo,Susana 0.200000
AuthorZarcone,Alessandra 0.200000
AuthorDimitrova,Tsvetana 0.200000
AuthorOhno,Tomohiro 0.200000
AuthorTelljohann,Heike 0.200000
AuthorOzsoy,Makbule 0.200000
AuthorLytel,Eldon G. 0.200000
AuthorVerberne,Suzan 0.200000
AuthorVerspoor,Karin 0.200000
AuthorStokoe,Christopher 0.200000
AuthorCarletta,Jean 0.200000
AuthorKis,Balazs 0.200000
AuthorMerkes,Miray 0.200000
AuthorHaas,Janet 0.200000
AuthorMorgan,Nelson 0.200000
AuthorAbdelali,Ahmed 0.200000
AuthorWermter,Joachim 0.200000
AuthorKorst,Jan 0.200000
AuthorTuggle,Francis D. 0.200000
AuthorMamitimin,Samat 0.200000
AuthorQureshi,M. Atif 0.200000
AuthorKocsis,Otilia 0.200000
AuthorKathol,Andreas 0.200000
AuthorGooi,Chung Heong 0.200000
AuthorAdolphs,Peter 0.200000
AuthorZhai,ChengXiang 0.200000
AuthorCollins,Christopher 0.200000
AuthorSilva,David 0.200000
AuthorPalazuelos-Cagigas,Sira E. 0.200000
AuthorWillems,Yves 0.200000
AuthorPisarn,Chutima 0.200000
AuthorKilias,Torsten 0.200000
AuthorHaller,Susan M. 0.200000
AuthorBogdanova,Daria 0.200000
AuthorYu,Haonan 0.200000
AuthorScattone,Francesco 0.200000
AuthorShimcheta,M. 0.200000
AuthorGoyal,Shailly 0.200000
AuthorChibout,Karim 0.200000
AuthorAldezabal,Izaskun 0.200000
AuthorKussner,Uwe 0.200000
AuthorArdissono,Liliana 0.200000
AuthorDavis,Mark W. 0.200000
AuthorAndreoff,David 0.200000
AuthorBechikh,Chedi 0.200000
AuthorRomano,Lorenza 0.200000
AuthorTantug,Ahmet Cuneyd 0.200000
AuthorSinghal,Amit 0.200000
AuthorDahlmeier,Daniel 0.200000
AuthorCallan,James, P. 0.200000
AuthorGhahramani,Zoubin 0.200000
AuthorProcter,Rob 0.200000
AuthorZiff,Paul 0.200000
AuthorHudson,Richard A. 0.200000
AuthorPatterson,Gary 0.200000
AuthorKorkrmaz,Turgay 0.200000
AuthorVersloot,Arjen 0.200000
AuthorLee,M. G. 0.200000
AuthorPazienza,Maria Teresa 0.200000
AuthorTait,Elizabeth 0.200000
AuthorAbascal,Julio G. 0.200000
AuthorRieger III,Charles J. 0.200000
AuthorYu,Chen 0.200000
AuthorPopel,Martin 0.200000
AuthorPinto,Hugo 0.200000
AuthorLui,Marco 0.200000
Author,TIPSTER SE/CM 0.200000
AuthorAugenstein,Isabelle 0.200000
AuthorRizzolo,Nick 0.200000
AuthorGemmeke,Jort F. 0.200000
AuthorFrishkoff,Gwen 0.200000
AuthorMatsunaga,Shoichi 0.200000
AuthorTerney,Thomas Vestskov 0.200000
AuthorHui,Haotian 0.200000
AuthorAkamine,Susumu 0.200000
AuthorMasaki,Noguchi 0.200000
AuthorIwasawa,Shun'ya 0.200000
AuthorBrown,Keith 0.200000
AuthorMann,Gideon S. 0.200000
AuthorLochak,D. 0.200000
AuthorDivoli,Anna 0.200000
AuthorHalpern,Jack 0.200000
AuthorNelken,Rani 0.200000
AuthorGonzÃ¡lez-CristÃ³bal,JosÃ© Carlos 0.200000
AuthorMazdak,Nima 0.200000
AuthorPrasov,Zahar 0.200000
AuthorSchottmÃ¼ller,Nina 0.200000
AuthorNanba,Hidetsugu 0.200000
AuthorSugiyama,Akira 0.200000
AuthorGobbo,Federico 0.200000
AuthorLi,Zhenghua 0.200000
AuthorKunst,Jan Pieter 0.200000
AuthorBechet,Denis 0.200000
AuthorSwain,Bradley 0.200000
AuthorLiu,Tong 0.200000
AuthorHern&aacute;ndez H.,Adolfo 0.200000
AuthorRefaee,Eshrag 0.200000
AuthorCastellano,Ginevra 0.200000
AuthorShinoda,Koichi 0.200000
AuthorAngrosh,Mandya 0.200000
AuthorSrinivasan,Prakash 0.200000
AuthorSpreyer,Kathrin 0.200000
AuthorRanganath,Rajesh 0.200000
AuthorHancock,Jeffrey T. 0.200000
AuthorMeng,Yao 0.200000
AuthorGaribay,Ivan I. 0.200000
AuthorZhang,Dongdong 0.200000
AuthorZidra&#scaron;co,Tatiana 0.200000
AuthorLoehr,Dan 0.200000
AuthorCiobanu,Alina Maria 0.200000
AuthorRistad,Eric Sven 0.200000
AuthorPrasad,K.V.S 0.200000
AuthorHegner,Stephen J. 0.200000
AuthorKaneda,Shigeo 0.200000
AuthorDzifcak,Juraj 0.200000
AuthorFiser,Darja 0.200000
AuthorOhsawa,Ichiro 0.200000
AuthorNakagawa,Tohru 0.200000
AuthorLau,Tessa 0.200000
AuthorPokkunuri,Sandeep 0.200000
AuthorXie,Jun 0.200000
AuthorDeroo,Olivier 0.200000
AuthorRantanen,Esa M. 0.200000
AuthorArnola,Harri 0.200000
AuthorArora,Ashima 0.200000
AuthorFoster,Mary Ellen 0.200000
AuthorRoth,Ryan 0.200000
AuthorKnoll,Alois 0.200000
AuthorMeteer,Marie W. 0.200000
AuthorSteels,Luc 0.200000
AuthorTroussov,Alexander 0.200000
AuthorWang,Haila 0.200000
AuthorSanchez Peiro,Joan Andreu 0.200000
AuthorMcInnes,Bridget Thomson 0.200000
AuthorZampolli,Antonio 0.200000
AuthorMarin,Marius 0.200000
AuthorDong,Minghui 0.200000
AuthorSvartvik,Jan 0.200000
AuthorVale,Daniel 0.200000
AuthorBouamor,Houda 0.200000
AuthorRingersma,Jacquelijn 0.200000
AuthorSergienko,Roman 0.200000
Author,IsoQuest Inc. 0.200000
AuthorKummerfeld,Jonathan K. 0.200000
AuthorSchockaert,Steven 0.200000
AuthorLee,Jieun 0.200000
AuthorYaari,Yaakov 0.200000
AuthorWang,Yingying 0.200000
AuthorMehta,Neville 0.200000
AuthorWang,Zhen 0.200000
AuthorBalta,Eirini 0.200000
AuthorSalmon-Alt,Susanne 0.200000
AuthorPrzepiÃ³rkowski,Adam 0.200000
AuthorNicolae,Gabriel 0.200000
AuthorWu,Stephen 0.200000
AuthorKuhlmann,Marco 0.200000
AuthorOishi,Akira 0.200000
AuthorSaquete,Estela 0.200000
AuthorCramer,Irene 0.200000
AuthorBraun,Christian 0.200000
AuthorOzgencil,Necati Ercan 0.200000
AuthorMogren,Olof 0.200000
AuthorLang,Nat 0.200000
AuthorKato,Shuhei 0.200000
AuthorSasaki,Minoru 0.200000
AuthorAlexopoulou,Maria 0.200000
AuthorYang,Gijoo 0.200000
AuthorLopez-Fernandez,Alejandra 0.200000
AuthorIsotani,Ryosuke 0.200000
AuthorZaiu,Diana 0.200000
AuthorAkbik,Alan 0.200000
AuthorB&uuml;chse,Matthias 0.200000
AuthorFukazawa,Y. 0.200000
AuthorLi,Zhongguo 0.200000
AuthorXu,Ran 0.200000
AuthorMiltsakaki,Eleni 0.200000
AuthorGuo,Hui 0.200000
AuthorLee,Bing-Huang 0.200000
AuthorDeSouza,Peter V. 0.208941
AuthorRagheb,Ahmed 0.200000
AuthorLu,Zhiyong 0.200000
AuthorJu,Yun-Cheng 0.200000
AuthorDeogun,Jitender S. 0.200000
AuthorBunsecu,Razvan 0.200000
AuthorIsu,Naoki 0.200000
AuthorNakao,Koichi 0.200000
AuthorRuland,Tobias 0.200000
AuthorThater,Stefan 0.200000
AuthorSeghezzi,Natalia 0.200000
AuthorCouncill,Isaac 0.200000
AuthorTiedemann,JÃ¶rg 0.200000
AuthorInouye,R. Bryce 0.200000
AuthorLi,Na 0.200000
AuthorNakamura,Jun-Ichi 0.200000
AuthorChatterjee,Rajen 0.200000
AuthorKashefi,Elham 0.200000
AuthorLeong,Chee Wee 0.200000
AuthorMoniz,Helena 0.200000
AuthorQiu,Long 0.200000
Authorvon Waldenfels,Ruprecht 0.200000
AuthorKonrad,Karsten 0.200000
AuthorCavaglia,Gabriela 0.200000
AuthorS&eacute;billot,Pascale 0.200000
AuthorFu,Li 0.200000
AuthorDeprez,F. 0.200000
AuthorSalvador,Chris 0.200000
AuthorKaur,Manpreet 0.200000
AuthorLebani,Gianluca E. 0.200000
AuthorCornaglia,Allegra 0.200000
AuthorMenchetti,Sauro 0.200000
AuthorEllis,Nick 0.200000
AuthorPardo,Thiago A. S. 0.200000
AuthorHartmann,Silvana 0.200000
AuthorWu,Shih-Hung 0.200000
AuthorScarci,Stefano 0.200000
AuthorKatsumaru,Masaki 0.200000
AuthorSroison,Phunthara 0.200000
AuthorSha,Fei 0.200000
AuthorWang,Zhigang 0.200000
AuthorJarvinen,Timo 0.200000
AuthorGuo,Cheng-Ming 0.200000
AuthorMatos,David Martins de 0.200000
AuthorZhang,Yingjie 0.200000
AuthorAtwell,Eric Steven 0.200000
AuthorTresp,Volker 0.200000
AuthorWang,Xinhao 0.200000
AuthorBai,Jing 0.200000
AuthorUltes,Stefan 0.200000
AuthorErell,Adoram 0.200000
AuthorV,Ravi Kiran 0.200000
AuthorYang,Ying-Kuei 0.200000
AuthorVijayanand,Kommaluri 0.200000
AuthorNiculescu,Stefan 0.200000
AuthorLoutfi,Amy 0.200000
AuthorMelero,Maite 0.200000
AuthorKinoshita,Akinori 0.200000
AuthorKundu,Gourab 0.200000
AuthorBudanitsky,Alexander 0.200000
AuthorSalanter&auml;,Sanna 0.200000
AuthorAparicio Gali,Fernando 0.200000
AuthorLi,Jiang 0.200000
AuthorKurata,Gakuto 0.200000
AuthorGrozev,Ivan 0.200000
AuthorGuan,Gang 0.200000
AuthorConroy,John M. 0.200000
AuthorFriberg Heppin,Karin 0.200000
AuthorXie,Zhuli 0.200000
AuthorWang,Kuansan 0.200000
AuthorWayne,Charles L. 0.200000
AuthorDunning,Ted E. 0.200000
AuthorAlthobaiti,Maha 0.200000
AuthorHe,Ben 0.200000
Authorop den Akker,Rieks 0.200000
AuthorPayan,Donald G. 0.200000
AuthorDemner-Fushman,Dina 0.200941
AuthorMinow,Martin 0.200000
AuthorBanerjee,Ritwik 0.200000
AuthorBouche,Olivier 0.200000
AuthorZhu,QiaoMing 0.200000
AuthorKonyves-Toth,Michael 0.200000
AuthorPiatko,Christine 0.200000
AuthorTur,Gokhan 0.200941
AuthorParish,Tim 0.200000
AuthorHog,Jia-Fei 0.200000
AuthorNian,Hongdong 0.200000
Author,The Annotation Group 0.200000
AuthorSugita,Shigeharu 0.200000
AuthorGoldstein,Ira 0.200000
AuthorTam,Yik-Cheung 0.200000
AuthorHarada,Takashi 0.200000
AuthorCalvo,Marcos 0.200000
AuthorKitazawa,Shigeyoshi 0.200000
AuthorKiran,Yigit 0.200000
AuthorFersoe,Hanne 0.200000
AuthorCzerepowicka,Monika 0.200000
AuthorEthis,Emmanuel 0.200000
AuthorKim,Se-Jong 0.200000
AuthorPlotnikova,Nataliia 0.200000
AuthorShidahara,Yo 0.200000
AuthorBetteridge,Justin 0.200000
AuthorKosslyn,Stephen Michael 0.200000
AuthorSone,Takaaki 0.200000
AuthorZirn,CÃ¤cilia 0.200000
AuthorLeass,Herbert J. 0.200000
AuthorChklovski,Timothy 0.200000
AuthorHuang,Jyun-Wei 0.200000
AuthorOgino,Shiho 0.200000
AuthorKastner,Itamar 0.200000
AuthorCarrasco,Rafael C. 0.200000
AuthorWang,Dong 0.200000
AuthorWang,Josiah 0.200000
AuthorSu&aacute;rez,Armando 0.200000
AuthorOgura,Kentaro 0.200000
AuthorCelebi,Arda 0.200000
AuthorHanneman,Greg 0.200000
AuthorChickering,Max 0.200000
AuthorTongchim,Shisanu 0.200000
AuthorLo,Yong-Sheng 0.200000
AuthorZajic,David 0.200000
AuthorDe Groote,Philippe 0.200000
AuthorStevenson,Rosemary 0.200941
AuthorM&agrave;rquez,Llu&iacute;s 0.203265
AuthorAhlsen,Elisabeth 0.200000
AuthorLee,Young-Suk 0.200000
AuthorAduriz,Itziar 0.200000
AuthorWebber,Bonnie Lynn 0.200941
AuthorPasero,Robert 0.200000
AuthorVidal,J. 0.200000
AuthorCelata,Chiara 0.200000
AuthorSilliman,Scott 0.200000
AuthorDe Benedictis,Flavio 0.200000
AuthorTamburini,F. 0.200000
AuthorJarvinen,Jouni 0.200000
AuthorSanford,Cass 0.200000
AuthorSlade,Jonathan 0.200000
AuthorLi,Shasha 0.200000
AuthorCalapodescu,Ioan 0.200000
AuthorNeumeyer,Leonardo 0.200000
AuthorGinter,Thomas 0.200000
AuthorMcKenzie,Ashley 0.200000
AuthorWalsh,Michael 0.200000
AuthorYang,Dongqiang 0.200000
AuthorCortis,Keith 0.200000
AuthorBedini,Claudia 0.200000
AuthorYogatama,Dani 0.200000
AuthorBoonkwan,Prachya 0.200000
AuthorFujii,Atsushi 0.200000
AuthorDickmeis,Eva 0.200000
AuthorMcAlister,Isaac 0.200000
AuthorGuzmÃ¡n,Rafael 0.200000
AuthorM. Abo Bakr,Hitham 0.200000
AuthorStarlander,Marianne 0.200000
AuthorEmerson,Guy 0.200000
AuthorCushing,Steven 0.200000
AuthorChica,Sebastian 0.200000
AuthorGlasgow,Kimberly 0.200000
AuthorChowdhary,Vishal 0.200000
AuthorDendi,Vikram 0.200000
AuthorSu,Weifeng 0.200000
AuthorChae,Young-Soog 0.200000
AuthorChen,Jinxiu 0.200000
AuthorJassem,Krzysztof 0.200000
AuthorMcCloskey,D.J. 0.200000
AuthorYoung,S. J. 0.200000
AuthorMukhin,Mikhail 0.200000
AuthorMeguro,Toyomi 0.200000
AuthorKitajima,Risa 0.200000
AuthorNirenburg,Sergei 0.200000
AuthorShimada,Mitsunobu 0.200000
AuthorRehbein,Ines 0.200000
AuthorToh,Zhiqiang 0.200000
AuthorAnastasakos,Anastasios 0.200000
AuthorGabryszak,Aleksandra 0.200000
AuthorNakazato,Shu 0.200000
AuthorKool,Anne 0.200000
AuthorMordowanec,Michael T. 0.200000
AuthorFukamachi,Keiichiro 0.200000
AuthorFeldman,Anna 0.200000
AuthorBlasi,Helena Ferro 0.200000
AuthorSuebvisai,Sinaporn 0.200000
AuthorBernick,Philip 0.200000
AuthorPyysalo,Sampo 0.200000
AuthorPolnarov,Anatoly 0.200000
AuthorLi,Guohua 0.200000
AuthorSchraagen,Marijn 0.200000
AuthorJain,Prateek 0.200000
AuthorNakayama,Takeaki 0.200000
AuthorVatikiotis-Bateson,Caitlin 0.200000
AuthorCabaleiro,Bernardo 0.200000
AuthorKitsuregawa,Masaru 0.200000
AuthorJulinda,Silvia 0.200000
AuthorSamuelsson,Christer 0.200000
AuthorChambers,Nathanael 0.200000
AuthorEvans,Richard 0.200000
AuthorFarghaly,Ali 0.200000
AuthorLanday,James 0.200000
AuthorMizan,Mainul 0.200000
AuthorPecourt,Elsa 0.200000
AuthorMercer,Robert L. 0.212206
AuthorKuebler,Sandra 0.200000
AuthorShen,Siwei 0.200000
AuthorMatiasek,Johannes 0.200000
AuthorSlaski,Adam 0.200000
AuthorVan Huyssteen,Gerhard B. 0.200000
AuthorChatterjee,Samidh 0.200000
AuthorFranco-Penya,Hector-Hugo 0.200000
AuthorLin,Chi-Ching 0.200000
AuthorChandrashekaran,Akshay 0.200000
AuthorYang,Li-Chiung 0.200000
AuthorGarrote,Marta 0.200000
AuthorSi,Xianbo 0.200000
AuthorVoevodski,Konstantin 0.200000
AuthorNaseer,Asma 0.200000
AuthorTonoike,Masatsugu 0.200000
AuthorWang,Hao 0.200000
AuthorAgarwal,Apoorv 0.200000
AuthorNie,Yu 0.200000
AuthorDzikovska,Myroslava O. 0.200000
AuthorAgerri,R. 0.200000
AuthorYanÄ±k,Meltem 0.200000
AuthorOrtin,Isabel 0.200000
AuthorWeber,Hans 0.200000
AuthorAnaya-Sanchez,Henry 0.200000
AuthorKimura,Shinichi 0.200000
AuthorAdachi,Hisahiro 0.200000
AuthorChester,Daniel 0.200000
AuthorMohler,Betty 0.200000
AuthorMÃ¼ller,Hans Werner 0.200000
AuthorAoe,Jun-Ichi 0.200000
AuthorLiu,Qiang 0.200000
AuthorKoiso,H. 0.200000
AuthorGhorbel,Hatem 0.200000
AuthorQuan,Changqin 0.200000
AuthorKlein,Sheldon 0.200000
AuthorBoullosa,Jose R. 0.200000
AuthorZhu,Xiaoyan 0.200000
AuthorFerrari,Stephane 0.200000
AuthorZhou,Zheng-Yu 0.200000
AuthorSimonova,O. P. 0.200000
AuthorNoda,Itsuki 0.200000
AuthorK&uuml;bler,Sandra 0.200000
AuthorErickson,Brad 0.200000
AuthorLeon,Jacqueline 0.200000
AuthorHida,Shinya 0.200000
AuthorQiu,Xin Ying 0.200000
AuthorVergyri,Dimitra 0.200000
AuthorWiegand,Michael 0.200000
Authorvan Halteren,Hans 0.200000
AuthorKouylekov,Milen 0.200000
AuthorDas,Nibaran 0.200000
AuthorMamani S&aacute;nchez,Liliana 0.200000
AuthorCharnois,Thierry 0.200000
AuthorTan,Jeanette Yiwen 0.200000
AuthorDelmore,John 0.200000
AuthorDurrett,Greg 0.200000
AuthorJabbari,Sanaz 0.200000
AuthorFox,R. 0.200000
AuthorArora,Shilpa 0.200000
AuthorXu,Jinxi 0.200000
AuthorByrne,Lorna 0.200000
AuthorGaray-Vitoria,Nestor 0.200000
AuthorJonathan,Philip 0.200000
AuthorMuresan,Smaranda 0.200000
AuthorMari&Atilde;&laquo;t,Theune 0.200000
AuthorOno,Kenji 0.200000
AuthorCarthy,Joe 0.200941
AuthorPei,Tzusheng 0.200000
AuthorWang,Linlin 0.200000
AuthorRosenberg,Aaron 0.200000
AuthorHo,Bao Quoc 0.200000
AuthorSaito,Manami 0.200000
AuthorBratus,Sergey 0.200000
AuthorSun,Ke 0.200000
AuthorQu,Weiruo 0.200000
AuthorOkamoto,Tetsuya 0.200000
AuthorOkuno,Hiroshi G. 0.200000
AuthorTengli,Ashwin 0.200000
AuthorTrogkanis,Nikolaos 0.200000
AuthorBjÃ¸dstrup Jensen,Peter 0.200000
AuthorXie,Lixing 0.200000
AuthorPreub,Susanne 0.200000
AuthorHollan,R. 0.200000
AuthorLin,Qian-Xiang 0.200000
AuthorNoro,Taichi 0.200000
AuthorKoo,Terry 0.200000
AuthorLewandowska-Tomaszyk,Barbara 0.200000
AuthorPei,Bingzhen 0.200000
AuthorCook,Gina 0.200000
AuthorShutoh,Tomoki 0.200000
AuthorLewin,Ian 0.200000
AuthorLi,Zhuo 0.200000
AuthorYe,Jiaqi 0.200000
AuthorD&iacute;az-de-Lia&ntilde;o,Enrique 0.200000
AuthorAylett,Ruth 0.200000
AuthorPala,Kiran 0.200000
AuthorBad,Rens 0.200000
AuthorMeyer,Thomas 0.200000
AuthorFosler-Lussier,Eric 0.200000
AuthorLux,Veronika 0.200000
AuthorUtsuro,Takehito 0.211429
AuthorChen,Jack 0.200000
AuthorO'Leary,Dianne P. 0.200000
AuthorOzeki,Kazuhiko 0.200000
AuthorJohnson,Kenneth 0.200000
AuthorGoldberg,Yoav 0.200000
AuthorZagibalov,Taras 0.200000
AuthorYan,Yulan 0.200000
AuthorBahl,L. R. 0.200000
AuthorZheng,Zhicheng 0.200000
AuthorPerea,Jose Manuel 0.200000
AuthorBurkett,David 0.200000
AuthorJacob,David 0.200000
AuthorWhitman,Brian 0.200000
AuthorAinon,Raja Noor 0.200000
AuthorKimura,Kenji 0.200000
AuthorDehkharghani,Rahim 0.200000
AuthorLipinsky,Karen A. 0.200000
AuthorKrstev,Cvetana 0.200000
AuthorGÃ³mez,Helena 0.200000
AuthorHammer,Hugo Lewi 0.200000
AuthorPico,David 0.200000
AuthorWilson,Theresa 0.200000
AuthorLi,Fang 0.200000
AuthorParvaz,Dan 0.200000
AuthorBerlanga-Llavori,Rafael 0.200000
AuthorKokhlikyan,Narine 0.200000
AuthorW&uuml;lfing,Jan-Oliver 0.200000
AuthorEck,Karen 0.200000
AuthorWhitton,Laura 0.200000
AuthorChakravarthy,Venkatesan 0.200000
AuthorGrandjean,Ernest 0.200000
AuthorMiyazaki,Rintaro 0.200000
AuthorGordon,Joshua B. 0.200000
AuthorPoser,William 0.200000
AuthorPinho,Roberto 0.200000
AuthorKoster,Cornelis 0.200000
AuthorBowler,Margit 0.200000
AuthorArehart,Mark 0.200000
AuthorHuang,Xiaojiang 0.200000
AuthorSievert,Carson 0.200000
AuthorImamura,Kenji 0.200000
AuthorHiyoshi,Mayumi 0.200000
AuthorHirsim&auml;ki,Teemu 0.200000
AuthorLe Nagard,Ronan 0.200000
AuthorCrystal,Michael 0.200000
AuthorStaros,Chris J . 0.200000
AuthorVodolazova,Tatiana 0.200000
AuthorKumar,Abhishek 0.200000
Authorvan der Werff,Laurens 0.200000
AuthorBoisvert,Serge 0.200000
AuthorLi,Xin 0.200000
AuthorWiemer-Hastings,Peter 0.200000
AuthorKojima,Takeyuki 0.200000
AuthorZhu,Feida 0.200000
AuthorUrieli,Assaf 0.200000
AuthorBoggess,Lois 0.200000
AuthorGandhe,Sudeep 0.200000
AuthorVarjokallio,Matti 0.200000
AuthorNarang,Nalin 0.200000
AuthorÃ‡etin,Fatih Samet 0.200000
AuthorAbuleil,Saleem 0.200000
AuthorHinrichs,Marie 0.200000
AuthorVanderhoeft,Claire 0.200000
AuthorKannan,Sampath 0.200000
AuthorToda,Tomoki 0.200000
AuthorWhite,Christopher M. 0.200000
AuthorKingsbury,Paul 0.200000
AuthorGavalda,Marsal 0.200000
AuthorArppe,Antti 0.200000
AuthorAsterias,Jordi 0.200000
AuthorTendulkar,Ashish 0.200000
AuthorV&aacute;radi,Tam&aacute;s 0.200000
AuthorDemir&scedil;ahin,I&scedil;in 0.200000
AuthorLee,Young-Jik 0.200000
AuthorQuernheim,Daniel 0.200000
AuthorKoprinska,Irena 0.200000
AuthorCarey,Regan 0.200000
AuthorBrown,Gavin 0.200000
AuthorSakkis,Georgios 0.200000
AuthorZheng,Jiaping 0.200000
AuthorKhemakhem,Aida 0.200000
AuthorZanzotto,Fabio Massimo 0.200000
AuthorTancig,Peter 0.200000
AuthorWu,Chung-Hsien 0.200000
AuthorTharp,Alan L. 0.200000
AuthorGee,F. Ruth 0.200000
AuthorDaz,David 0.200000
AuthorShepherd,Jessica 0.200000
AuthorXiang,Qiao Liang 0.200000
AuthorGao,Yuqing 0.200000
AuthorFiscus,Jonathan G. 0.200000
AuthorGlavaÅ¡,Goran 0.200000
AuthorMacleod,Kit 0.200000
AuthorPeterson,Erik 0.200000
AuthorLaCivita,Jeremy 0.200000
AuthorWhite,J. V. 0.200000
AuthorOliver,Antoni 0.200000
AuthorChen,Longbin 0.200000
AuthorRen,Han 0.200000
AuthorIsmail,Azniah 0.200000
AuthorGreenfield,Kara 0.200000
AuthorKatragadda,Rahul 0.200000
AuthorCooper,Sarah 0.200000
AuthorGatti,Lorenzo 0.200000
AuthorWong,Wilson 0.200000
AuthorCucchiarini,Catia 0.200000
AuthorZhang,Yuqi 0.200000
AuthorKonidena,Deepak 0.200000
AuthorTurki Khemakhem,Ines 0.200000
AuthorAbraham,S. 0.200000
AuthorDubuisson,Jimmy 0.200000
AuthorChopra,Sumit 0.200000
AuthorHodges,Julia 0.200000
AuthorCao,Diego De 0.200000
AuthorMoisl,Hermann 0.200000
AuthorRusso,Marina 0.200000
AuthorJ&Atilde;&curren;ger,Gerhard 0.200000
AuthorChen,Pei-Chun 0.200000
AuthorGhosh,Sucheta 0.200000
AuthorKass,Robert 0.200000
AuthorNakov,Preslav I. 0.200000
AuthorMao,Yu Hang 0.200000
AuthorJena,Itisree 0.200000
AuthorFernÃ¡ndez-OrquÃ­n,Antonio 0.200000
AuthorKonagaya,Akihiko 0.200000
AuthorBarnes,Derek 0.200000
AuthorJiang,Zixin 0.200000
AuthorNiv,Michael 0.200000
AuthorMogadala,Aditya 0.200000
AuthorTuldava,Juhan 0.200000
AuthorFabre,Cecile 0.200000
AuthorAw,Ai Ti 0.200000
AuthorCaputo,Annalina 0.200000
AuthorRosenberg,Sabine 0.200000
AuthorTeixeira,Jorge 0.200000
AuthorMayor,A. 0.200000
AuthorQiu,Guang 0.200000
AuthorLi,Jufeng 0.200000
AuthorWard,Nigel 0.200000
AuthorHesse,H. 0.200000
AuthorVu,Huyen-Trang 0.200000
AuthorBoguslavsky,Igor 0.200000
AuthorDilts,Philip 0.200000
AuthorMacdonald,Craig 0.200000
AuthorHuang,Yun 0.200000
AuthorBloom,Kenneth 0.200000
AuthorMoisa,Loreta M. 0.200000
AuthorChen,Francine R. 0.200000
AuthorEsposito,F. 0.200000
AuthorLee,Wee Sun 0.200000
AuthorSasha,Andreyeva 0.200000
AuthorIchikawa,A. 0.200000
AuthorItai,Alon 0.200000
AuthorVeber,Marek 0.200000
AuthorFrederickson,Dick H. 0.200000
AuthorJakob,Niklas 0.200000
AuthorGerlach,Michael 0.200000
AuthorShimizu,Tohru 0.200000
AuthorHill,Simon 0.200000
AuthorEpstein,Samuel S. 0.200000
AuthorFeith,Tobias 0.200000
AuthorLinebarger,Marcia C. 0.200000
AuthorGaudan,Sylvain 0.200000
AuthorMartinez,William 0.200000
AuthorWyner,Adam 0.200000
AuthorLaureys,Tom 0.200000
AuthorWaibel,Alex 0.200000
AuthorVasilÃ©vski,Vera 0.200000
AuthorEngelien,Gerhard 0.200000
AuthorFavareto,Chiara 0.200000
AuthorRock,Sheila 0.200000
AuthorEmerson,Thomas 0.200000
AuthorRama,Taraka 0.200000
AuthorMoshtaghi,Masud 0.200000
AuthorClark,Robin 0.200000
AuthorTu,Kewei 0.200000
AuthorCardenas,Carlos 0.200000
AuthorMiller,Perry L. 0.200000
AuthorSinha,Rai Mahesh 0.200000
AuthorLamping,John 0.200000
AuthorSibun,Penelope 0.200000
AuthorRoosmaa,Tiit 0.200000
AuthorYngve,Victor H. 0.200000
AuthorLeBrun,Jean-Luc 0.200000
AuthorBobic,Tamara 0.200000
AuthorXu,Ping 0.200000
AuthorMach&aacute;&ccaron;ek,Matou&scaron; 0.200000
AuthorEigner,Thomas 0.200000
AuthorOkumura,Akitoshi 0.200000
AuthorLamers,Sanne M.A. 0.200000
AuthorKhan,Shahzad 0.200000
AuthorMastin,John 0.200000
AuthorMacKinlay,Andrew 0.200000
AuthorElkan,Charles 0.200000
AuthorMohri,Mehryar 0.200000
AuthorTsai,Min-Hsuan 0.200000
AuthorNicholson,Devlan 0.200000
AuthorEdlund,Jens 0.200000
AuthorAnderson,Andrew J. 0.200000
AuthorParamita,Monica Lestari 0.200000
AuthorSaha,Sriparna 0.200000
AuthorXia,Congling 0.200000
AuthorPasini,Tommaso 0.200000
AuthorAlumae,Tanel 0.200000
AuthorKeyser,Paul 0.200000
AuthorLi,Shiyingxue 0.200000
AuthorDrellishak,Scott 0.200000
AuthorR&auml;&auml;bis,Andriela 0.200000
AuthorHubbell,James 0.200000
AuthorPolikoff,James 0.200000
AuthorSchulz,Stefan 0.200000
AuthorReffin,Jeremy 0.200000
AuthorSoares,Altigran 0.200000
AuthorPotthast,Martin 0.200000
AuthorSzedmak,Sandor 0.200000
AuthorMedved,Dennis 0.200000
AuthorHuang,Lifu 0.200000
AuthorCoppen,Peter-Arno 0.200000
AuthorXie,Boyi 0.200000
AuthorMikheev,Andrei 0.200000
AuthorFarley,Benoit 0.200000
AuthorGlaysher,Elliot 0.200000
AuthorZhao,Xujian 0.200000
AuthorFritzinger,Fabienne 0.200000
